categoryid,categoryname,parentcategoryid,categoryurl,ispublic,categoryintroduction,title,metadescription
1176,Hasselnötsolja,4965,hasselnotsolja,1,,,
1177,Valnötsolja,4965,valnotsolja,1,,,
1178,Jordnötsolja,4965,jordnotsolja,1,,,
1184,Flingor,269,flingor,1,,,
1187,"Svarta oliver",5317,oliver-svarta,1,,,
1188,"Soltorkade Tomater",3553,soltorkade-tomater,1,,,
1189,Havssalt,44,havssalt,1,,,
1190,"Gröna oliver",5317,oliver-grona,1,,,
1194,Tomatjuice,3164,tomatjuice,1,,,
1195,Kumatotomater,160,kumatotomater,1,,,
1196,Fusilli,304,fusilli,1,,,
1197,Penne,3491,penne,1,,,
1198,"Te Earl Grey",3206,te-earl-grey,1,,,
1199,Rapsolja,4962,rapsolja,1,,,
1206,Basmatiris,25,basmatiris,1,,,
1207,Jasminris,25,jasminris,1,,,
1208,Vildris,1998,vildris,1,,,
1210,Sköljmedel,3971,skoljmedel,1,,,
1211,Kulörtvätt,252,tvattmedel-kulor,1,,,
1214,"Tvättmedel Vit",252,tvattmedel-vit,1,,,
1220,Musslor,84,musslor-o-ostron,1,"Musslor hör verkligen festen till. Tänk bara på att de måste serveras färska, för att hålla musslor fräscha lite längre kan du ta ut dem ur påsen och hälla över dem i en skål så att de kan andas. Spola sedan noga innan tillagning. De som inte är stängda, eller stänger sig om du knackar dem lätt på skalet samt trasiga musslor, skall slängas. När du sedan tillagat musslorna skall du endast äta de som öppnat upp sig igen.","Musslor & Ostron",
1221,"Blek-& Desinfektion",291,blek-o-desinfektion,1,,,
1223,Gelatin,34,gelatin,1,,,
1224,Allrengöringsmedel,291,allrengoringsmedel,1,,,
1225,"Müsli med Frukt",1787,musli-med-frukt,1,,,
1227,Korvbröd,533,korvbrod,1,"Duka upp till en riktigt korvfest! Grillkorv, varmkorv eller andra korvar har ingen större betydelse, bara du har korvbröd och tillbehör som ketchup och senap så kan ni snart börja kalasa. Klicka hem korvbröd av dinkel, durum, klassiska ljusa korvbröd eller något annat som du tycker om.",,
1228,Bakpulver,34,bakpulver,1,,,
1232,Mandelmassa,3493,mandelmassa,1,,,
1233,Mandlar,4859,sot--o-bittermandlar,1,,,
1234,Kolasås,384,kolasas,1,,,
1235,Chokladsås,384,chokladsas,1,,,
1237,Ugnsrengöring,291,ugnsrengoring,1,,,
1238,"Gelé Vinbär",3851,gele-vinbar,1,,,
1239,"Gelé Mint",3851,gele-mint,1,NULL,NULL,NULL
1240,Mars,283,mars,1,NULL,NULL,NULL
1241,Sagogryn,455,sagogryn,1,,,
1242,Jordgubbsmarmelad,257,jordgubbsmarmelad,1,,,
1245,"Pastejer Övriga Sorter",121,pastejer-ovriga-sorter,1,,,
1246,Hallonmarmelad,257,hallonmarmelad,1,,,
1247,Avkalkningsmedel,291,avkalkningsmedel,1,,,
1250,Strösocker,387,strosocker,1,,,
1251,Florsocker,387,florsocker,1,,,
1252,"Frukt i Alkohol",3554,frukt-i-alkohol,1,NULL,NULL,NULL
1253,Makrillfileer,216,makrillfileer,1,,,
1254,Gurksallad,98,gurksallad,1,NULL,NULL,NULL
1256,Kräftröra,98,kraftrora,1,NULL,NULL,NULL
1260,Legymsallad,98,legymsallad,1,,,
1261,Bearnaisesås,200,bearnaisesas,1,,,
1262,Aioli,200,aioli,1,,,
1264,Rödvinssås,200,rodvinssas,1,,,
1268,"Grön Sparris Fryst",3267,gron-sparris-fryst,1,,,
1270,"Bacon Tärnat",3330,bacon-tarnat,1,,,
1274,Curry,3829,curry,1,,,
1275,Paprikakrydda,3829,paprika-krydda,1,,,
1276,Chili,4,chili,1,,,
1277,Kanel,3829,kanel,1,,,
1282,Basilikaolja,4965,basilikaolja,1,,,
1283,Chiliolja,5705,chiliolja,1,,,
1285,Citronolja,4965,citronolja,1,,,
1288,Tryffelolja,5705,tryffelolja,1,,,
1289,Fiskbuljong,3712,fiskbuljong,1,,,
1290,Grönsaksbuljong,3712,gronsaksbuljong,1,,,
1291,Hönsbuljong,3712,honsbuljong,1,,,
1292,Oxbuljong,3712,oxbuljong,1,,,
1294,Fintvätt,252,fintvatt,1,,,
1295,"Fläckborttagning Spray",1006,flackborttagning-spray,1,,,
1296,"Röd/Grön Sallat",165,rodgron-sallat,1,,,
1297,Brownie,401,brownie,1,,,
1298,Nougat,58,nougat,1,,,
1299,Iskaffe,6117,kaffe-ice-coffe,1,,,
1300,Pizzamix,211,pizzamix,1,"Med hjälp av pizzamix är halva jobbet gjort, blanda vatten med pizzamixblandningen och knåda ihop och sedan kan du lägga på tomatsås och det pålägg som du tycker om. Både gott och enkelt!",,
1305,Fönsterputs,291,fonsterputs,1,,,
1306,"Skurmedel Pulver",291,skurmedel-pulver,1,,,
1307,"Koppar- och Mässingsputs",291,koppar--och-massingsputs,1,NULL,NULL,NULL
1308,Silverputs,291,silverputs,1,NULL,NULL,NULL
1311,Farfalle,3491,farfalle,1,,,
1312,Lasagneplattor,304,lasagneplattor,1,,,
1313,Ravioli,1314,ravioli,1,"Ravioli är en pastarätt som finns både som vegetarisk eller med kött/köttfärs. Den serveras i en krämig sås som mättar gott. Här kan du välja mellan olika konserver med ravioli, enkelt att värma upp då maten måste bli klar snabbt.",,
1314,Tortellini,304,tortellini,1,,,
1315,Pastasås,304,pastasas,1,,,
1316,Kräftstjärtar,84,kraftstjartar,1,"Smakrika kräftstjärtar som smakar lika gott precis som dom är, i en röra, på en smörgås eller varför inte krydda till pastasåsen med dessa salta godbitar? Här kan du klicka hem kräftstjärtar i olika varianter, vi fixar hemleverans åt dig!",,
1320,Aluminiumfolie,309,aluminiumfolie,1,"Aluminiumfolie finns att köpa från flera olika leverantörer och är alltid bra att ha där hemma! Lägg över ugnsformen så att maten inte bränns eller skydda ett fat med godsaker som du har i kylen.",,
1322,Senapspulver,249,senapspulver,1,,,
1326,"Yoghurt för Matlagning",245,yoghurt-for-matlagning,1,"Yoghurt till matlagning ger en härlig syra till dina rätter. Här ser du både turkisk, grekisk och rysk yoghurt tillsammans med många andra varianter. För dig som vill ha ekologiskt finns även detta som val.",,
1327,"Mjölk Lång hållbarhet",374,mjolk-lang-hallbarhet,1,NULL,NULL,NULL
1328,Standardmjölk,374,standardmjolk,1,"God mjölk med lite högre fetthalt, ljuvligt god till vilken maträtt som helst! Frossa bland mjölk från flera olika leverantörer och såklart även ekologiska alternativ för dig som vill ha det.",,
1329,Mellanmjölk,374,mellanmjolk,1,"Hitta din favorit bland mängder av mellanmjölk från olika leverantörer. Här kan du även välja bland olika sorter laktosfri mjölk samt ekologisk mellanmjölk.",,
1331,"Skinka i Konserv",66,skinka-i-konserv,1,,,
1334,Whiskeysås,200,whiskeysas,1,NULL,NULL,NULL
1338,"Chili Chutneysås",200,chili-chutneysas,1,NULL,NULL,NULL
1339,Tomatchutney,200,tomatchutney,1,NULL,NULL,NULL
1340,Chutney,200,chutney,1,,,
1342,"Chutney Peach",200,chutney-peach,1,NULL,NULL,NULL
1343,Pannkaksmix,435,pannkaks--o-plattmix,1,,,
1344,Jordnötssmör,1082,jordnotssmor,1,,,
1345,"Senap Mild",249,senap-mild,1,,,
1346,"Senap Stark",249,senap-stark,1,,,
1348,"Senap Söt och Stark",249,senap-sot-och-stark,1,,,
1349,Lördagskorv,4682,lordagskorv,1,,,
1351,"Leverpastej Skivbar",2779,leverpastej-skivbar,1,,,
1352,Piroger,4691,piroger,1,"Som ett enkelt och mättande mellanmål eller tillsammans med en sallad som komplett middag? Det spelar ingen roll, piroger är alltid gott att mumsa i sig! Här på sidan ser du vårt sortiment med piroger.",,
1353,Wurst,2286,wurst,1,,,
1354,"Tonfisk i Olja",3224,tonfisk-i-olja,1,,,
1355,Köttbuljong,3712,kottbuljong,1,,,
1356,"Finn crisp",3808,finncrisp,1,"Finncrisp är det tunna brödet med mycket smak som passar till precis alla pålägg! Perfekt till såväl frukost, som lunch eller som ett knaprigt kvällsmål.",,
1358,"Bakformar Papper",3337,bakformar-papper,1,,,
1362,"Japansk soja",5581,soya-japansk,1,,,
1363,"Grönt te",187,te-gront,1,,,
1364,Sardiner,3812,sardiner,1,"Sardiner är gott nästan alltid; använd i en sallad, ät direkt som den är eller varför inte som ett lättare mellanmål? Beställ sardiner här på sidan, vi levererar varorna direkt hem till dig!",,
1366,Sejfile,440,sejfile,1,,,
1367,Laxkotletter,83,laxkotletter,1,NULL,NULL,NULL
1368,Saltsill,441,saltsill,1,NULL,NULL,NULL
1370,Bläckfisk,502,blackfisk,1,"Panera bläckfiskringar själv eller köp färdigpanerade. Bläckfisk är riktigt gott både som förrätt och huvudrätt, till buffébordet eller som ett festligt tillbehör.",,
1371,Fiskpinnar,404,fiskpinnar,1,"Fiskpinnar i flera olika varianter, allt från små klassiska till lite större med massor av smak. Alla fiskpinnar har gemensamt den härligt krispiga och smakrika ytan, en riktig favorit på middagsbordet.",,
1379,Bakplåtspapper,309,bakplatspapper,1,"Med bakplåtspapper går du en enkel genväg i köket då du inte behöver skrubba plåtarna lika frenetiskt som då du väljer att baka utan papper. Välj bland färdiga ark eller hela rullar.",,
1380,Istärningspåsar,309,istarningspasar,1,NULL,NULL,NULL
1381,Tacochips,447,tacochips,1,,,
1382,"Bakformar Folie",3337,bakformar-folie,1,,,
1384,Ströbröd,4722,strobrod,1,,,
1385,Olivmortadella,755,olivmortadella,1,,,
1388,"Kokt Skinka",66,kokt-skinka,1,,,
1394,Frukostkorv,42,frukostkorv,1,,,
1399,Norrlandspölsa,3051,norrlandspolsa,1,,,
1400,Köttfärsbiffar,4693,kottfarsbiffar,1,,,
1402,Chorizo,42,chorizo,1,,,
1403,Hamburgare,4693,hamburgare,1,"Frysta hamburgare är lika gott på grillen som att steka i stekpanna på spisen. Här finns flera olika sorter att välja mellan; ekologiska, smaksatta, större eller mindre. Med en riktigt god dressing, en sallad och eventuellt pommes frites till är det nästan som att äta på restaurang!",,
1404,Hamburgerkött,4682,hamburgerkott,1,,,
1406,Kycklingklubba,189,kycklingklubba,1,NULL,NULL,NULL
1407,Kycklingvingar,189,kycklingvingar,1,,,
1408,Kycklingben,189,kycklingben,1,,,
1409,Kycklinglever,189,kycklinglever,1,,,
1410,Kycklingfärs,189,kycklingfars,1,,,
1411,"Kyckling Strimlad",189,kyckling-strimlad,1,,,
1412,Pilsnerkorv,749,pilsnerkorv,1,,,
1418,Stålull,23,tvalull,1,,,
1419,Center,283,center,1,NULL,NULL,NULL
1421,Kexchoklad,283,kexchoklad,1,,,
1422,Biskvier,202,biskvier,1,,,
1423,Kokkaffe,6117,kokkaffe,1,,,
1424,"Hela kaffebönor",45,hela-kaffebonor,1,,,
1427,Iste,187,iste,1,,,
1429,Svartvinbärsjuice,4774,svartvinbarsjuice,1,,,
1430,Jordgubbssylt,3698,jordgubbssylt,1,,,
1431,Lingonsylt,3698,lingonsylt,1,,,
1432,Körsbärssylt,3698,korsbarssylt,1,,,
1433,"Saft Hallon",258,saft-hallon,1,,,
1434,"Saft Svartvinbär",258,saft-svartvinbar,1,,,
1435,"Saft Päron",258,saft-paron,1,,,
1436,"Saft Jordgubb",258,saft-jordgubb,1,,,
1438,"Bruna Bönor",3543,bruna-bonor,1,,,
1439,"Risgrynsgröt Färdig",455,risgrynsgrot-fardig,1,,,
1442,"Rött te",187,te-rott,1,,,
1445,Havregryn,4859,havregryn,1,,,
1446,Makaroner,304,makaroner,1,,,
1447,"Vetemjöl Durum",708,vetemjol-durum,1,,,
1448,Dinkelmjöl,4712,dinkelmjol,1,,,
1449,"Dinkelmjöl Fullkorn",1448,dinkelmjol-fullkorn,1,,,
1450,Grahamsmjöl,4713,grahamsmjol,1,,,
1451,Rågsikt,4718,ragsikt,1,,,
1452,Rågmjöl,4718,ragmjol,1,,,
1453,Spaghetti,5323,spaghetti,1,,,
1454,Våffelmix,435,vaffelmix,1,,,
1455,Pajmix,211,pajmix,1,"Få en perfekt paj med hjälp av pajmix! Det enda du behöver göra är att blanda i vatten, knåda degen, fylla med valfria ingredienser för att sedan grädda härligheten till en ljuvlig paj.",,
1457,Mannagryn,455,mannagryn,1,"Mannagryn kommer från den inre delen av vetekärnan och har en mjuk smak. Lika god till klassisk mannagrynsgröt som till en härlig efterrätt!",,"Gör mannagrynsgröt av klassiska mannagryn från Axa. Mannagryn kommer från den inre delen av vetekärnan och har en mjuk smak."
1458,Grahamsgryn,4713,grahamsgryn,1,,,
1459,Rågflingor,4718,ragflingor,1,,,
1460,Skruvpasta,3491,skruvpasta,1,,,
1462,Tagliatelle,5323,tagliatelle,1,,,
1464,Gnocchi,3491,gnocchi,1,,,
1465,Korngryn,3050,korngryn,1,,,
1466,Kornmjöl,3583,kornmjol,1,,,
1467,Vetegroddar,4719,vetegroddar,1,,,
1468,Vetekross,4719,vetekross,1,,,
1469,Rågkross,4718,ragkross,1,,,
1470,Crunch,269,crunch,1,,,
1471,Ättiksprit,460,attiksprit,1,,,
1473,Rödvinsvinäger,354,rodvinsvinager,1,,,
1474,Vitvinsvinäger,354,vitvinsvinager,1,,,
1475,Äppelcidervinäger,354,appelcidervinager,1,,,
1476,Balsamvinäger,354,balsamvinager,1,,,
1477,"Balsamvinäger Vit",354,balsamvinager-vit,1,,,
1479,Pestodressing,105,pestodressing,1,NULL,NULL,NULL
1481,Sötsenapsdressing,105,sotsenapsdressing,1,NULL,NULL,NULL
1482,"Senap Skånsk",249,senap-skansk,1,,,
1484,Gravlaxsås,200,gravlaxsas,1,,,
1485,Cumberlandsås,200,cumberlandsas,1,,,
1486,Hovmästarsås,200,hovmastarsas,1,,,
1487,"Senap Special",249,senap-special,1,,,
1488,Smörgåspapper,309,smorgaspapper,1,,,
1489,"Handtvål Hård",3988,handtval-hard,1,,,
1490,Badskum,281,badskum,1,"Vad är väl härligare än att krypa ner i ett varmt bad, fyllt av skum som når en upp till hakan? En favorit för såväl barn som vuxna. Köp hem din favorit bland flera olika dofter och leverantörer.",,
1492,Linfrö,6126,linfro,1,,,
1493,"Färdiga Köttfärssåser",1315,fardiga-kottfarssaser,1,"Med hjälp av färdig köttfärssås kan du ha favoritmiddagen klar på bara några minuter. Koka upp pastan och värm såsen sen återstår bara dukning, att äta mat och så…disken såklart.",,
1494,Örtte,187,te-ort,1,,,
1495,Sminkborttagning,1036,remover,1,,,
1499,Frysclips/Frystejp,309,frysclipsfrystejp,1,"Glöm inte att märka maten som du sätter i frysen. En liten notis med ingrediens eller maträtt samt datum gör att du enkelt hittar rätt när du ska plocka fram något. Här finns även smarta clips som gör att du snabbt kan både öppna och stänga påsarna i frysen.",,
1500,Hamburgerdressing,105,hamburgerdressing,1,,,
1502,Remouladsås,200,remouladsas,1,,,
1503,"Amerikansk Dressing",1500,amerikansk-dressing,1,,,
1504,Salladsdressing,105,salladsdressing,1,,,
1505,"Rhode Islandsås",105,rhode-islandsas,1,,,
1506,"Thousand Islandsås",105,thousand-islandsas,1,NULL,NULL,NULL
1509,"Italiensk Lättdressing",105,italiensk-lattdressing,1,NULL,NULL,NULL
1511,Fiskdressing,105,fiskdressing,1,,,
1512,"Grekisk Dressing",105,grekisk-dressing,1,,,
1513,"Rosépeppar Dressing",105,rosepeppar-dressing,1,NULL,NULL,NULL
1514,Gurkmajonnäsdressing,105,gurkmajonnasdressing,1,,,
1516,Vitlöksdressing,105,vitloksdressing,1,,,
1517,"Rödbetor Hela",4700,rodbetor-hela,1,,,
1520,"Chili Con Carne",2917,chili-con-carne,1,,,
1521,Rotmos,4692,rotmos,1,,,
1522,Potatismospulver,4692,potatismospulver,1,,,
1524,Potatiskroketter,4695,potatiskroketter,1,"Potatiskroketter är en favorit för många och passar exempelvis riktigt bra till grillat. Här finns både vanliga och smaksatta kroketter att välja mellan.",,
1527,Färskpotatis,46,farskpotatis,1,,,
1539,Pytt,4692,pytt,1,"Klassisk pytt i panna, oxpytt eller gräddstuvad pytt, här finns pytt i panna för alla smaker! En perfekt middagsrätt som du snabbt tillagar då det finns annat att göra än att spendera tid i köket.",,
1544,Tacopaj,469,tacopaj,1,NULL,NULL,NULL
1547,Köttfärspaj,469,kottfarspaj,1,NULL,NULL,NULL
1548,Broccolipaj,469,broccolipaj,1,NULL,NULL,NULL
1552,Möbelputs,291,mobelputs,1,NULL,NULL,NULL
1553,Golvpolish,291,golvpolish,1,NULL,NULL,NULL
1554,Stekpåsar,309,stekpasar,1,"Stekpåsar till ugnen gör att du kan servera riktigt saftig kyckling till exempel. Testa något nytt om du inte redan gjort det - det blir supergott!",,
1556,Kalvbuljong,3712,kalvbuljong,1,,,
1557,Svampbuljong,3712,svampbuljong,1,,,
1558,"Kött- & Grönsaksbuljong",3712,kott--o-gronsaksbuljong,1,,,
1559,Grönpepparsås,200,gronpepparsas,1,NULL,NULL,NULL
1560,Gräddsås,200,graddsas,1,,,
1562,Brunsås,200,brunsas,1,,,
1564,"Fisksås - Asiatisk",1053,fisksas---asiatisk,1,,,
1565,Potatiskrydda,3844,potatiskrydda,1,,,
1566,Aromatkrydda,180,aromatkrydda,1,,,
1567,"Kött & Grillkrydda",1825,kott-o-grillkrydda,1,,,
1568,"Örtblandningar - torkade",5578,ortblandningar---torkade,1,,,
1570,Pizzakrydda,3844,pizzakrydda,1,,,
1571,"Fransk Dressing",105,fransk-dressing,1,NULL,NULL,NULL
1572,Örtdressing,105,ortdressing,1,,,
1573,"Italiensk Dressing",105,italiensk-dressing,1,,,
1576,Dillsås,200,dillsas,1,NULL,NULL,NULL
1577,"Italiensk Örtagårgsbuljong",3712,italiensk-ortagargsbuljong,1,NULL,NULL,NULL
1581,Salladsvinäger,354,salladsvinager,1,NULL,NULL,NULL
1582,"Tortilla Dip",476,tortilla-dip,1,NULL,NULL,NULL
1585,Pepparrotsvisp,181,pepparrotsvisp,1,,,
1586,Kapris,4701,kapris,1,,,
1587,"Råsocker Strö",387,rasocker-stro,1,,,
1588,Bitsocker,387,bitsocker,1,,,
1589,Syltsocker,387,syltsocker,1,,,
1590,"Brunt Farinsocker",387,brunt-farinsocker,1,,,
1595,Örtsås,200,ortsas,1,NULL,NULL,NULL
1596,Zigeunersås,200,zigeunersas,1,NULL,NULL,NULL
1597,Vitlökssås,200,vitlokssas,1,NULL,NULL,NULL
1599,"Kött- och Vinbuljong",3712,kott--och-vinbuljong,1,NULL,NULL,NULL
1600,"Mörk Oxbuljong",1292,mork-oxbuljong,1,,,
1604,"Piffi Allkrydda",3844,piffi-allkrydda,1,,,
1605,Druvsocker,387,druvsocker,1,,,
1608,Köttkonserver,4701,kottkonserver,1,,,
1609,Frysfolie,309,frysfolie,1,,,
1613,"Stärkelse & Stryksspray",3971,starkelse-o-stryksspray,1,NULL,NULL,NULL
1614,Nyponsoppa,592,nyponsoppa,1,,,
1615,Vaniljsås,2912,vaniljsas,1,"Risken med vaniljsås är att den inte kommer att finnas kvar i kylen då du tänkte använda den - den är försvinnande god så att man nästan måste ta sig en klunk då och då. Här finns i alla fall flera olika vaniljsåser att välja mellan, bland annat laktosfri.",,
1616,Blåbärssoppa,2379,blabarssoppa,1,,,
1617,Fruktsoppa,483,fruktsoppa,1,,,
1618,Hushållsfärg,34,hushallsfarg,1,,,
1619,Hushållsaromer,34,hushallsaromer,1,,,
1622,Jordgubbskräm,484,jordgubbskram,1,,,
1624,Kardemummabullar,485,kardemummabullar,1,,,
1628,Citronmajonnäs,342,citronmajonnas,1,,,
1629,"Fettfri Majonnäs",342,fettfri-majonnas,1,NULL,NULL,NULL
1630,Lättmajonnäs,342,lattmajonnas,1,,,
1631,"Broccoli Fryst",487,broccoli-fryst,1,,,
1632,"Brysselkål Fryst",488,brysselkal-fryst,1,,,
1633,"Majs Fryst",489,majs-fryst,1,,,
1634,"Gröna Ärtor Frysta",3273,grona-artor-frysta,1,,,
1635,"Wokmix Fryst",491,wokmix-fryst,1,,,
1637,"Spenat Stuvad Fryst",625,spenat-stuvad-fryst,1,,,
1638,Fiskgratäng,5539,fiskgratang,1,,,
1643,Torskrygg,149,torskrygg,1,,,
1645,"Majskolvar Fryst",494,majskolvar-fryst,1,,,
1651,Köttsoppa,325,kottsoppa,1,,,
1655,"Fryst Bladspenat",497,fryst-bladspenat,1,,,
1659,Laxspett,83,laxspett,1,NULL,NULL,NULL
1675,"Blomkål Fryst",176,blomkal-fryst,1,,,
1677,"Spenat Hackad Fryst",625,spenat-hackad-fryst,1,,,
1679,"Rödbetor Fryst",505,rodbetor-fryst,1,,,
1681,"Haricot Verts Fryst",506,haricot-verts-fryst,1,,,
1682,Crispies,404,crispies,1,NULL,NULL,NULL
1688,Smörgåsrån,3808,smorgasran,1,"Smörgåsrån är en favorit för såväl barn som vuxna, ät med bara smör eller tillsammans med valfritt pålägg - smörgåsrån är lika gott oavsett!",,
